id,intencion,categoria,pregunta,tipo_respuesta,respuesta,Enlace
3075,Unidad_de_aprendizaje,información,donde vienen los objetivos de cada materia,texto,Los objetivos están incluidos en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3076,Unidad_de_aprendizaje,información,como reviso los contenidos de una materia,texto,Debes consultar el programa de la unidad de aprendizaje correspondiente.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3077,Unidad_de_aprendizaje,información,donde veo los contenidos de una materia,texto,Los contenidos se encuentran en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3078,Unidad_de_aprendizaje,información,como saber que actividades tiene una materia,texto,Puedes revisarlas en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3079,Unidad_de_aprendizaje,información,donde reviso las formas de evaluacion de una materia,texto,La forma de evaluación viene descrita en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3080,Unidad_de_aprendizaje,información,como saber si una materia lleva practicas o no,texto,Debes revisar el programa académico de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3081,Unidad_de_aprendizaje,información,como saber si una materia tiene laboratorio o no,texto,Esa información aparece en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3082,Unidad_de_aprendizaje,información,como saber si una materia tiene proyectos,texto,Puedes verificarlo en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3083,Unidad_de_aprendizaje,información,como saber si una materia tiene tareas,texto,Las tareas forman parte de las actividades descritas en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3084,Unidad_de_aprendizaje,información,como saber si una materia tiene examenes,texto,Los exámenes se indican en los criterios de evaluación del programa.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3085,Unidad_de_aprendizaje,información,como saber si una materia es mas practica que teorica,texto,Puedes revisarlo en el programa de la unidad de aprendizaje correspondiente.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3086,Unidad_de_aprendizaje,información,como ver el temario antes de meter una materia,texto,Puedes consultarlo en el programa de la unidad de aprendizaje en línea.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3087,Unidad_de_aprendizaje,información,como revisar una materia antes de escogerla,texto,Debes consultar el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3088,Unidad_de_aprendizaje,información,como saber si me conviene una materia,texto,Puedes revisar su contenido actividades y evaluación en el programa académico.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3089,Unidad_de_aprendizaje,información,como saber si una materia esta muy cargada,texto,Puedes orientarte revisando sus temas actividades y evaluación en el programa.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3090,Unidad_de_aprendizaje,información,como ver el detalle de una materia,texto,El detalle aparece en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3091,Unidad_de_aprendizaje,información,donde encuentro la informacion completa de una materia,texto,Puedes encontrarla en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3092,Unidad_de_aprendizaje,información,puedo ver las materias de mi carrera antes de inscribirme,texto,Sí puedes revisarlas en el portal de unidades de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3093,Unidad_de_aprendizaje,información,puedo revisar el programa de una materia antes de cursarla,texto,Sí el programa está disponible para consulta en línea.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3094,Unidad_de_aprendizaje,información,las unidades de aprendizaje traen temario,texto,Sí cada una incluye temas y contenidos definidos.,
3095,Unidad_de_aprendizaje,información,las unidades de aprendizaje traen objetivos,texto,Sí cada unidad establece objetivos de aprendizaje.,
3096,Unidad_de_aprendizaje,información,las unidades de aprendizaje traen criterios de evaluacion,texto,Sí cada unidad incluye criterios de evaluación.,
3097,Unidad_de_aprendizaje,información,las unidades de aprendizaje traen actividades,texto,Sí contemplan actividades académicas para el desarrollo de la materia.,
3098,Unidad_de_aprendizaje,información,las unidades de aprendizaje traen metodologia,texto,Sí incluyen métodos de enseñanza definidos.,
3099,Unidad_de_aprendizaje,información,las unidades de aprendizaje traen practicas,texto,Algunas unidades de aprendizaje incluyen prácticas según la materia.,
3100,Unidad_de_aprendizaje,información,las unidades de aprendizaje traen laboratorio,texto,Algunas materias pueden incluir actividades de laboratorio.,
3101,Unidad_de_aprendizaje,información,las unidades de aprendizaje traen proyectos,texto,Sí algunas materias incluyen proyectos académicos.,
3102,Unidad_de_aprendizaje,información,las unidades de aprendizaje traen tareas,texto,Sí las tareas pueden formar parte de las actividades académicas.,
3103,Unidad_de_aprendizaje,información,las unidades de aprendizaje traen examenes,texto,Sí pueden incluir exámenes como parte de la evaluación.,
3104,Unidad_de_aprendizaje,información,las unidades de aprendizaje indican como se califica,texto,Sí el programa incluye criterios y formas de evaluación.,
3105,Unidad_de_aprendizaje,información,las unidades de aprendizaje explican que se va a aprender,texto,Sí describen los objetivos y contenidos de la materia.,
3106,Unidad_de_aprendizaje,información,las unidades de aprendizaje sirven para ver el contenido de una materia,texto,Sí permiten consultar objetivos contenidos actividades y evaluación.,
3107,Unidad_de_aprendizaje,información,las unidades de aprendizaje me ayudan a elegir materias,texto,Sí te permiten conocer el contenido de cada materia antes de cursarla.,
3108,Unidad_de_aprendizaje,información,las unidades de aprendizaje estan por carrera,texto,Sí se organizan según el programa educativo correspondiente.,
3109,Unidad_de_aprendizaje,información,las unidades de aprendizaje dependen de la carrera,texto,Sí cambian según el plan de estudios de cada carrera.,
3110,Unidad_de_aprendizaje,información,las unidades de aprendizaje son diferentes en cada programa,texto,Sí dependen del programa académico y del plan de estudios.,
3111,Unidad_de_aprendizaje,información,las unidades de aprendizaje pueden actualizarse,texto,Sí pueden modificarse conforme a cambios en el plan de estudios.,
3112,Unidad_de_aprendizaje,información,las unidades de aprendizaje se pueden consultar en internet,texto,Sí están disponibles en el portal institucional.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3113,Unidad_de_aprendizaje,información,donde veo las materias de mi carrera,texto,Puedes consultarlas en el portal de unidades de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3114,Unidad_de_aprendizaje,información,donde consulto el programa de una materia,texto,En el portal institucional de unidades de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3115,Unidad_de_aprendizaje,información,donde veo el temario de una materia,texto,En el programa de la unidad de aprendizaje correspondiente.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3116,Unidad_de_aprendizaje,información,donde reviso si una materia tiene practicas,texto,Debes consultar el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3117,Unidad_de_aprendizaje,información,donde reviso como se califica una materia,texto,Los criterios de evaluación aparecen en el programa de la unidad de aprendizaje.,https://www.lagos.udg.mx/unidades-de-aprendizaje-9
3118,Unidad_de_aprendizaje,información,donde puedo ver el contenido de una materia,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3119,Unidad_de_aprendizaje,información,donde puedo ver el programa de una materia,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3120,Unidad_de_aprendizaje,información,donde consulto el detalle de una materia,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3121,Unidad_de_aprendizaje,información,donde reviso los contenidos de las materias,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3122,Unidad_de_aprendizaje,información,donde veo el temario de una materia,enlace,https://www.lagos.udg.mx/unidades-de-aprendizaje-9,
3123,validacion_equivalencia,información,¿Qué es la validación de equivalencia de materias?,texto,Es el proceso para reconocer materias cursadas en otra institución.,Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3124,validacion_equivalencia,información,¿Cómo solicito equivalencia de materias?,texto,Debes presentar certificados académicos y programas de estudio.,Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3125,validacion_equivalencia,información,¿Quién autoriza la equivalencia de materias?,texto,Las autoridades académicas o el departamento correspondiente.,Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3126,validacion_equivalencia,información,¿Todas las materias pueden ser revalidadas?,texto,"No, depende de la equivalencia del contenido académico.",Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3127,validacion_equivalencia,información,¿Cuánto tarda el proceso de equivalencia?,texto,El tiempo depende del proceso de revisión institucional.,Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3128,validacion_equivalencia,información,¿Dónde entrego los documentos para equivalencia?,texto,Debes entregarlos en coordinación académica.,Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3129,validacion_equivalencia,información,¿Debo llenar un formato para equivalencia?,texto,"Sí, debes completar el formato correspondiente.",Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3130,validacion_equivalencia,información,¿Debo presentar historial académico para equivalencia?,texto,"Sí, es un requisito obligatorio.",Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3131,validacion_equivalencia,información,¿Debo presentar programas de estudio para equivalencia?,texto,"Sí, se requieren para evaluar contenidos.",Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3132,validacion_equivalencia,información,¿Debo solicitar equivalencia al inicio del semestre?,texto,"Sí, generalmente debe hacerse en periodos establecidos.",Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3133,validacion_equivalencia,información,¿Puedo solicitar equivalencia después de inscribirme?,texto,"Sí, siempre que esté dentro del periodo permitido.",Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3134,validacion_equivalencia,información,¿Debo acudir a coordinación para equivalencias?,texto,"Sí, es parte del proceso académico.",Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3135,validacion_equivalencia,información,¿Debo validar documentos antes de solicitar equivalencia?,texto,"Sí, deben estar completos y correctos.",Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3136,validacion_equivalencia,información,¿Qué pasa si no entrego todos los documentos?,texto,No se podrá procesar la equivalencia.,Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3137,validacion_equivalencia,información,¿Qué pasa si no aprueban la equivalencia?,texto,Deberás cursar la materia correspondiente.,Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
3138,validacion_equivalencia,información,¿Qué pasa si no solicito equivalencia a tiempo?,texto,Puedes perder la oportunidad de validarla.,Puedes ver la informacion en  el siguiente link: https://lagos.udg.mx/sites/default/files/adjuntos/formato_de_equivalencia_imec_-_inme.docx
